,0,1,2
0,0,d,"(-14,14.2828568570857)"
1,1,d,"(18.462617477674897,7.689717541825149)"
2,2,d,"(-10.802166857438808,16.831909908980936)"
3,3,d,"(18.59953073137865,7.352377613568359)"
4,4,d,"(-7.002350827271301,18.734115481970665)"
5,5,d,"(16.639567887177087,11.096160621044787)"
6,6,d,"(-4.711880494393772,19.43703120866331)"
7,7,d,"(19.170208694780573,5.70114888408988)"
8,8,d,"(-5.061538102068353,19.34892327860417)"
9,9,d,"(19.923962712506054,1.7423288526189296)"
