,0,1,2
0,0,d,"(-20,0.0)"
1,1,d,"(18.415388980437914,7.8021438527603335)"
2,2,d,"(-9.592026991506751,17.54972986100373)"
3,3,d,"(19.934802624271494,1.6135812131214005)"
4,4,d,"(-2.5179131716661405,19.840869770752242)"
5,5,d,"(19.88147547564392,2.1741510783221383)"
6,6,d,"(1.2481235686032774,19.96101669648861)"
7,7,d,"(19.822168991020156,2.6611306791360283)"
8,8,d,"(5.074872779036011,19.34543011350741)"
9,9,d,"(19.991881067028004,0.5698169897495413)"
